X_lem,y_lem
beware android app schedule completely innacurate walked hyatt reason sxswfail,1
back big apple need wean new foursquare addiction thanks people really care nah,0
google future power paired augmented reality contextual reality pnid,0
data new oil company like google facebook monopoly term service wary,1
nick time get iphone eventseekr app,0
nice im heading barton creek get mackbook pro waiting outside apple store ipad woohoo,0
hear marissa mayer google speak row back cool google,0
heard android app bizzy challenged tdg check read,0
heard apple going open special store expecting lot customer,0
kara swisher apple stylish fascist company america,1
hey eric pop apple store nice long line tech savvy folk ready spend hard earned,0
hey mark sleep bring home shiny new ipad would ya,0
hey taariq howdy texas fav app far official one android get iphone usguys,0
hey anyway get text update cool pocket google machine phone,0
behind android race smartphones technology mobile,0
genius behind google circle real life social graph network v view document paul adam,0
fashion essential ipad plus mobile phone chronicling witty tweet unlocking mayor badge taking photo hootsuite owl,0
threw together keep ipad attempt keep hour stuff weekend,0
apple white earbuds good symbol need social proof ipod launched knew new toy guykawasaki,0
well cashmore gave new ipad crushing non endorsement checkins ouch,1
iphone android apps keep grooving,0
rip iphone june survived severe drop could evade drowning,1
iphone droid apps le downloads total,1
self respecting apple fanboy attend interactive event year without ipad,0
learning get personalized recommendation using google hotpot,0
fri dinner enjoying twitter abuzz possible news google circle launch may happen,0
google show super fast google map mobile 3d rendering,0
new whrrl app live iphone app store android marketplace get hot time,0
new whrrl app live iphone app store android marketplace get hot time via,0
bought mophie juice pack iphone solely cool kid,0
bought ipad downtown austin apple store min wait line get salesperson darryl excellent,0
bought ipad impulse must something water,0
bought ipad minute apple store w others,0
great night interactive party congress ave amazing apple store apple,0
bought one last ipads apple store downtown austin sold done purchasing,0
bought last ipad 3g 4mb apple pop store,0
passed huge queue ipad design boomer way mobile apps learn comic book also full,0
social technology amazing google set person finder english japanese,0
agree apple stole little part show exciting new biz concept,0
fully expect ipad shamed,0
tomorrow go back apple store sigh,1
got impression plan stand line ipad march 5th though,0
hate typing ipad yeah ken calhoun man real deal bringing laptop sun,1
feeling many shiny new ipad 2,0
heard got first ipad 5hrs austin,0
hope year festival crashy year iphone app,1
know premature tweet love see pic apple pop store,0
meant itunes work ie run apple software even would run ubuntu desktop dl,1
outdid time tech fail iphone broken might worst thing ever happen,1
crowley really want new ipad time get checkins ketchsx,0
think might quit resume tonight ipad iphone tethering happened better time,0
used think started making great apps official app ipad blow version site away,0
want ipad case sxswbuffalo,0
line around block decided forgo ipad goodness food apple,0
wish liveblog iphone app wordpress plugin ready quite,0
say yes facebook google implementing brightens future good impact search,0
glad ipad think,1
going let meet use yet android phone show work,1
guessing android app time,1
dang touched ipad want sigh,0
josh williams said farmville success wakeup call game build iphone thing going,0
totalitarian thought action people worldwide come austin tx decide spend time line apple store,1
rediculous overflow line ipad session sxswsmall interesting talk like said miss ipad talk,0
ridiculous see someone taking photo session ipad cannot wait see concert use silly,1
wooooo mention released discovr iphone time new feature,0
like said peep taking picture ipad looking ridculous still want one,0
lie chance watch people actually using ipad make want one,0
movie star moody director well fine guy really attracting crowd one showing ipad,0
google try give doodle whimsical fun spirit googledoodles,0
wonder apple intentionally scheduled ipad release coincide steve job crafty genius,0
stay away apple store tomorrow,1
make feel better google wannabe fanbois acting like giggling schoolgirl front marissa mayer day,1
wonder anyone snagged ipad supposedly apple store somewhere campus,0
related u verizon u better bandwidth issue blackberry always tweeted iphone dawdled wjchat,1
pull name contest win ipad ipad cash suckling pig dandy shirt hold,0
biggest line buy ipad every compan open bar,0
pinoy insight conf conf mobile ipad app great use even plan day friend,0
ipad design ui tip button hack approach skepticism tapworthy,1
iphone amigo app change broadcastr bestappever,0
farmer like blackberry smart phone iphone last long farm mobilefarm,1
tablet like ipad xoom touch emulates mouse click keyboard input mean yet gswsxsw futureoftouch,1
techie fail one panel moderator europe say spent roaming charge iphone,1
google building real time engine monitor illegal deforestation real time tech4good,0
google connect digital physical world mobile via,0
content move back browser replicate work ipad u press one button,1
marissa miller google make shout khan academy great thing education fmsignal cc,0
